sep=,
PATCH,	BLUE,	RED,	WINNER,	BB1,	RB1,	BB2,	RB2,	BB3,	RB3,	BP1,	RP1,	RP2,	BP2,	BP3,	RP3,	RB4,	BB4,	RB5,	BB5,	RP4,	BP4,	BP5,	RP5
8_14,	MSF,	UOL,	BLUE,	VLADIMIR,	TALIYAH,	HEIMERDINGER,	AATROX,	GRAGAS,	YASUO,	NOCTURNE,	KINDRED, RAKAN,	ORIANNA, MORGANA,	XAYAH,	LUCIAN,	RYZE,	GNAR,	GALIO,	ZOE,	DRAVEN, ORNN,	POPPY,
8_14,	H2K,	ROC,	RED,	YASUO,	RAKAN,	GRAGAS,	TALIYAH,	NOCTURNE,	RYZE,	AATROX,	CAMILLE, ORIANNA,	KINDRED, MORGANA,	VARUS,	GALIO,	RUMBLE,	HEIMERDINGER,	SHEN,	TAHM KENCH,	KAISA, ALISTAR,	DR. MUNDO,
8_14,	VIT,	GIA,	BLUE,	GRAGAS,	ZOE,	RAKAN,	AATROX,	NOCTURNE,	SWAIN,	KINDRED,	TALIYAH, RUMBLE,	LUCIAN, DR. MUNDO,	ALISTAR,	BRAUM,	YASUO,	MORGANA,	TALON,	EZREAL,	GALIO, TAHM KENCH,	CAMILLE,
8_14,	G2,	SPY,	BLUE,	RAKAN,	AATROX,	ZOE,	NOCTURNE,	RUMBLE,	YASUO,	TALIYAH,	GRAGAS, TRUNDLE,	JARVAN IV, HEIMERDINGER,	SWAIN,	LEBLANC,	FIDDLESTICKS,	ORIANNA,	JHIN,	EZREAL,	RYZE, TAHM KENCH,	DR. MUNDO,
8_14,	FNC,	S04,	BLUE,	ALISTAR,	AATROX,	RAKAN,	TALIYAH,	SWAIN,	PYKE,	NOCTURNE,	RYZE, FIDDLESTICKS,	SHEN, GRAGAS,	TRUNDLE,	HEIMERDINGER,	DR. MUNDO,	ZOE,	POPPY,	CHOGATH,	VIKTOR, ORIANNA,	YASUO,
8_14,	ROC,	VIT,	RED,	HEIMERDINGER,	AATROX,	ZOE,	TALIYAH,	KINDRED,	RUMBLE,	NOCTURNE,	SWAIN, GALIO,	BRAUM, LUCIAN,	TRUNDLE,	GRAGAS,	ALISTAR,	GNAR,	PYKE,	RAKAN,	AZIR, VLADIMIR,	KLED,
8_14,	GIA,	UOL,	RED,	ZOE,	TALIYAH,	DR. MUNDO,	AATROX,	TRUNDLE,	NOCTURNE,	GRAGAS,	RUMBLE, SEJUANI,	GNAR, ORIANNA,	YASUO,	LUCIAN,	ALISTAR,	RAKAN,	PYKE,	EZREAL,	VARUS, TAHM KENCH,	MORGANA,
8_14,	FNC,	H2K,	BLUE,	RAKAN,	AATROX,	KINDRED,	NOCTURNE,	DRAVEN,	TALIYAH,	SWAIN,	GRAGAS, BRAUM,	TRUNDLE, PYKE,	LUCIAN,	ORIANNA,	GRAVES,	YASUO,	MORGANA,	CAMILLE,	POPPY, AZIR,	MALPHITE,
8_14,	S04,	G2,	BLUE,	HEIMERDINGER,	TALIYAH,	BRAND,	NOCTURNE,	AATROX,	RAKAN,	ALISTAR,	GRAGAS, VLADIMIR,	RYZE, SEJUANI,	YASUO,	POPPY,	TRUNDLE,	CHOGATH,	GNAR,	PYKE,	ZED, RUMBLE,	DR. MUNDO,
8_14,	SPY,	MSF,	BLUE,	YASUO,	NOCTURNE,	TALIYAH,	AATROX,	DR. MUNDO,	VLADIMIR,	GRAGAS,	MORGANA, ORIANNA,	TRUNDLE, ZOE,	GRAVES,	PYKE,	DRAVEN,	TAHM KENCH,	VARUS,	EZREAL,	JHIN, ZILEAN,	JARVAN IV,
8_14,	UOL,	SPY,	RED,	ZOE,	PYKE,	RUMBLE,	YASUO,	AATROX,	NOCTURNE,	TALIYAH,	ORIANNA, TAHM KENCH,	RYZE, EZREAL,	KINDRED,	KENNEN,	JHIN,	JAYCE,	GNAR,	VARUS,	BRAUM, GRAGAS,	POPPY,
8_14,	S04,	ROC,	BLUE,	CAMILLE,	NOCTURNE,	KINDRED,	TALIYAH,	TRUNDLE,	AATROX,	SEJUANI,	GRAGAS, TAHM KENCH,	BRAUM, RYZE,	ORIANNA,	ZED,	ASHE,	YASUO,	VARUS,	JHIN,	RUMBLE, EZREAL,	DR. MUNDO,
8_14,	G2,	H2K,	BLUE,	RYZE,	HEIMERDINGER,	KINDRED,	ORIANNA,	NOCTURNE,	YASUO,	TALIYAH,	SWAIN, TRUNDLE,	TAHM KENCH, ASHE,	VLADIMIR,	AZIR,	CAMILLE,	CASSIOPEIA,	PYKE,	GRAVES,	GNAR, LEBLANC,	MALPHITE,
8_14,	MSF,	GIA,	RED,	TRUNDLE,	AATROX,	TAHM KENCH,	NOCTURNE,	ZOE,	YASUO,	AZIR,	RYZE, TALIYAH,	XAYAH, RAKAN,	EZREAL,	KINDRED,	RUMBLE,	SEJUANI,	DR. MUNDO,	BRAUM,	ORNN, RENGAR,	POPPY,
8_14,	VIT,	FNC,	BLUE,	PYKE,	AATROX,	SWAIN,	TALIYAH,	KINDRED,	ORIANNA,	TRUNDLE,	NOCTURNE, GALIO,	RAKAN, XAYAH,	ALISTAR,	RUMBLE,	GNAR,	DR. MUNDO,	VIKTOR,	VLADIMIR,	RYZE, GRAGAS,	AZIR,
8_14,	ROC,	GIA,	RED,	TAHM KENCH,	DR. MUNDO,	AATROX,	RAKAN,	NOCTURNE,	TALIYAH,	TRUNDLE,	RUMBLE, BRAUM,	GNAR, ORIANNA,	YASUO,	ALISTAR,	GRAGAS,	JHIN,	SEJUANI,	EZREAL,	KAISA, MORGANA,	KINDRED,
8_14,	H2K,	SPY,	BLUE,	ZOE,	TALIYAH,	TAHM KENCH,	NOCTURNE,	RAKAN,	AATROX,	TRUNDLE,	ORIANNA, KINDRED,	AZIR, SWAIN,	RUMBLE,	ELISE,	LUCIAN,	DR. MUNDO,	VARUS,	PYKE,	ALISTAR, GNAR,	EZREAL,
8_14,	VIT,	UOL,	BLUE,	TAHM KENCH,	AATROX,	ZOE,	TALIYAH,	RYZE,	KINDRED,	TRUNDLE,	GRAGAS, ORIANNA,	RAKAN, GALIO,	KENNEN,	XAYAH,	DARIUS,	VARUS,	RUMBLE,	ALISTAR,	JARVAN IV, SWAIN,	YASUO,
8_14,	G2,	FNC,	RED,	SWAIN,	AATROX,	PYKE,	TALIYAH,	TRUNDLE,	HEIMERDINGER,	NOCTURNE,	RAKAN, SEJUANI,	TAHM KENCH, VARUS,	YASUO,	LEBLANC,	XAYAH,	ZED,	GRAGAS,	VLADIMIR,	GNAR, ORIANNA,	ORNN,
8_14,	MSF,	S04,	RED,	RYZE,	NOCTURNE,	YASUO,	TALIYAH,	SWAIN,	AATROX,	VLADIMIR,	SEJUANI, ALISTAR,	TRUNDLE, GALIO,	GNAR,	KENNEN,	ZED,	RAKAN,	EZREAL,	VELKOZ,	SHEN, CAMILLE,	LUCIAN,
8_15,	ROC,	SPY,	RED,	ZOE,	TALIYAH,	RUMBLE,	RAKAN,	AATROX,	NOCTURNE,	VARUS,	TRUNDLE, TAHM KENCH,	SEJUANI, BRAUM,	GNAR,	KENNEN,	RYZE,	ORIANNA,	EZREAL,	ASHE,	AZIR, ORNN,	LEBLANC,
8_15,	H2K,	MSF,	RED,	DRAVEN,	TALIYAH,	TAHM KENCH,	AATROX,	RAKAN,	NOCTURNE,	TRUNDLE,	GRAGAS, BRAUM,	RYZE, GNAR,	SYNDRA,	EZREAL,	KENNEN,	LUCIAN,	CAMILLE,	GANGPLANK,	FIZZ, ALISTAR,	KAISA,
8_15,	UOL,	G2,	RED,	TRUNDLE,	TALIYAH,	ASHE,	NOCTURNE,	AZIR,	RUMBLE,	AATROX,	VARUS, SEJUANI,	RYZE, TAHM KENCH,	BRAUM,	EZREAL,	IRELIA,	KINDRED,	Loss of Ban	CAMILLE,	JHIN, GRAGAS,	AKALI,
8_15,	FNC,	GIA,	BLUE,	RUMBLE,	AATROX,	NOCTURNE,	YASUO,	TALIYAH,	RAKAN,	PYKE,	RYZE, TAHM KENCH,	EZREAL, AKALI,	JHIN,	SEJUANI,	GNAR,	KINDRED,	POPPY,	TRUNDLE,	ELISE, ORNN,	GRAGAS,
8_15,	S04,	VIT,	BLUE,	TRUNDLE,	AATROX,	RYZE,	SEJUANI,	GALIO,	ALISTAR,	AKALI,	TALIYAH, RAKAN,	NOCTURNE, BRAUM,	XAYAH,	LUCIAN,	GNAR,	RUMBLE,	KENNEN,	GRAGAS,	POPPY, EZREAL,	DARIUS,
8_15,	VIT,	H2K,	BLUE,	FIZZ,	TRUNDLE,	NOCTURNE,	RAKAN,	AATROX,	AKALI,	TALIYAH,	TAHM KENCH, RYZE,	ALISTAR, GALIO,	SEJUANI,	CAMILLE,	DARIUS,	GRAGAS,	YASUO,	GNAR,	JARVAN IV, MISS FORTUNE,	DRAVEN,
8_15,	ROC,	UOL,	RED,	RYZE,	TALIYAH,	DR. MUNDO,	VARUS,	AKALI,	TRUNDLE,	AATROX,	TAHM KENCH, SEJUANI,	CAMILLE, RUMBLE,	KENNEN,	RAKAN,	ZOE,	SHEN,	TALON,	IRELIA,	EZREAL, PYKE,	KAISA,
8_15,	S04,	GIA,	BLUE,	RYZE,	AATROX,	TRUNDLE,	AKALI,	TALIYAH,	NOCTURNE,	SEJUANI,	GRAGAS, TAHM KENCH,	BRAUM, EZREAL,	GNAR,	KENNEN,	VARUS,	CAMILLE,	JHIN,	LUCIAN,	POPPY, ORIANNA,	AZIR,
8_15,	G2,	MSF,	BLUE,	BRAUM,	TALIYAH,	NOCTURNE,	AKALI,	MORGANA,	AATROX,	RAKAN,	TRUNDLE, RYZE,	XAYAH, GRAGAS,	TAHM KENCH,	ORIANNA,	GANGPLANK,	LEBLANC,	EZREAL,	KAISA,	GNAR, YASUO,	KENNEN,
8_15,	FNC,	SPY,	BLUE,	TRUNDLE,	AKALI,	AATROX,	YASUO,	TALIYAH,	NOCTURNE,	SEJUANI,	RYZE, TAHM KENCH,	SWAIN, PYKE,	VARUS,	IRELIA,	RUMBLE,	ORNN,	KENNEN,	SKARNER,	GRAGAS, WUKONG,	ZOE,
8_15,	H2K,	UOL,	RED,	RYZE,	AATROX,	RAKAN,	TALIYAH,	TRUNDLE,	AKALI,	NOCTURNE,	TAHM KENCH, SEJUANI,	GNAR, ORIANNA,	IRELIA,	BRAUM,	VARUS,	PYKE,	KENNEN,	MALPHITE,	VAYNE, LULU,	KAISA,
8_15,	S04,	SPY,	BLUE,	TRUNDLE,	NOCTURNE,	TALIYAH,	AKALI,	ZAC,	AATROX,	SEJUANI,	VARUS, YASUO,	ALISTAR, VLADIMIR,	GRAGAS,	KENNEN,	TAHM KENCH,	POPPY,	GNAR,	BRAUM,	CHOGATH, EZREAL,	DR. MUNDO,
